gene_short_name,Y(1),Y(2),Y(3),AL 15 (1),AL 15 (2),AL 15 (2),DR 15 (1),DR 15 (2),DR 15 (3),ALtoDR(1),ALtoDR(2),ALtoDR(3),DRtoAL(1),DRtoAL(2),DRtoAL(3)
Gm13155,0,0.065568,0.129932,0,0,0,0,0,0,0.16059,0.00190398,0.0375247,0.185025,0.119843,0.0296561
Gm10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC168073.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.28,0,0,0,0,0,0,0,0,0,9433.93,2441.92,103.36,556.931,302.199,0
Vmn1r143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-72,0,0,1.00024,0,0.19651,0,0,0.602773,0,0.56154,0,0.0516515,2.37958,0.123077,2.15361
AC137969.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC119249.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-669a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC164609.3,0,0,0,0,0.412461,0.13389,0.285014,0.416309,0,0.466973,0.272103,0,0,0,0.364439
AC163663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC155948.1,0.195568,59.5205,1.84113,1.37693,4.30428,74.1733,60.9262,0.442319,11.355,0,0,0.0177524,0,0,0
RP23-48M16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.29,4.02256,0,0,0,0,0,0,0,0,0,0,0,0,304.291,0
Gm10428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL732466.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC157923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC159129.1,0,0.110388,0,0,0,0,0,0,0,0.219906,0,0,0,0,0
Gm12614,0,0,0,0,0,0,0.0171698,0,0,0,0,0,0,0,0
AC147156.3,0,0,0,0,0,0,0,0,0.0139933,0,0,0,0,0,0
AC168073.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC111030.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141881.35,0,0,0,0,0,0,0,0,0,0,0,5.08513,0,0,0
AC126443.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC166150.1,0,0.20893,0.398799,0,0,0.0788174,0,0.121889,0.268128,0.152236,0,0.158082,0,0,0.116657
AC221015.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC161873.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT030185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC133103.7,0,0.0147635,0,0,0.0875684,0,0,0,0,0,0,0.00296997,0,0,0
AC234065.1,0,0.00434921,0,0,0,0,0,0,0,0,0,0.00179795,0,0,0
AC145553.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC183524.2,0,0.00434921,0,0,0,0,0,0,0,0,0.00219771,0.00717701,0,0,0
AC204726.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375116,0
AL805949.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC163653.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073563.4,0.241944,0,0,0,0,0,0,0,0,0.414075,1.30892,0.116546,0.385407,4.75496,0.305
Olfr144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.31,0,0,0,0,0,0,0,0,0,4205.36,2441.92,404.252,0,0,0
RP23-32P19.2,1.21108,0.338338,0.945669,0.338759,0.495726,0.273773,0.147307,0.217344,0.342498,0.164441,0,0.0591423,0.553255,0.527935,0.392635
AC124681.1,0,7.34064,18.1906,1.4625,0,32.116,10.8077,4.9908,0.286516,0,18.0348,7.40388,0,1.1167,4.15519
mmu-mir-466b-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC156631.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL591129.1,0,0.0095254,0,0.0312004,0,0,0,0,0,0.0160429,0.0180986,0.0332407,0,0,0.00704699
AC201925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC202050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC174234.2,0,0,0,0,0,0,0,0,0,0,0,0.26783,0,0,0
Gm14474,0.0286768,0,0,0,0.00446643,0.128138,0,0.0142142,0,0,0,0.0105221,0,0,0.118079
AC175056.2,0,0,0,0,0,0,0,0,0,0,0,0.0014878,0,0,0.0298003
AC128663.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121780.1,0,0,0,0,0,0,0,0,0,204.212,347.578,249.382,0.0724726,839.797,782.721
AC147623.2,0,0.00425717,0,0,0,0,0,0,0,0,0,0,0,0,0
AC129937.1,0,0,0,0,0,0,0,0,241.379,407.178,942.88,415.816,0,625.44,782.21
Gm14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC164155.10,0,0,0,0.439454,0,0,0,0,0,0,0,0,0,0,0
AC137844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC153874.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141881.36,12.9102,0,0,0,5.85356,21.7411,5.44727,0,0,0,0,0,0,0,0
AC163215.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL772216.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14958,0.540669,0.454787,0.543264,0.127784,0.502896,0.0880179,0.191272,0.343123,0.179525,0.0694878,0.039924,0.0312073,0.0364573,0.000874285,0.0594029
AC168073.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC142449.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140043,0
CT010585.1,0,0,0,0,0,0,0.0300665,0,0,0,0,0,0,0,0
Dnahc7a,0,0,0,0,0.000516495,0,0,0,0,0,0,0,0,0.00433836,0
AC173478.1,0,0,0,0,0,0,5.67815,0,0,0,0,0,0,0,0
AC123530.1,0.0396569,0,0,0,0,0,0,10.9873,0,0,0,0.0432454,0,0,0
AC154303.1,0,0,0,0,0,0,0,0,0,0,0,3.10E-06,0,0,0
Kcnj11,0,0,0,0,0,0,0,0,0,0,0,0.0335914,0,0,0
AC221015.32,4.26569,0,0,0,0,0,0,0,0,5163.1,0,409.174,2227.72,1193.3,0
AC122813.4,0,0.155744,0,0,0,0,0,0,0,0,0,0,0,0,0
AC160990.5,0,0,0,0,0.802641,0,0,0,0,0,0,0,0,0,0.5702
Olfr477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC061195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700045I11Rik,0.0398976,0,0,0,0,0,0,0,0,0,0,0.0151387,0,0,0.0878103
CT009632.1,0,0,0.38282,0,0.157786,0.0665693,0.136293,0,0,0,0,0,0,0.0384926,0
AC125523.1,0,0,0,0,0,0,0,0,0,0,9.95E-05,0,0,0,0
AC158671.1,0,0,0,0,0,0,0,0,0,0.274432,0,0,0,0,0
AC168073.39,0,0,0,0,0,0,0,0,0,5976.37,610.48,103.36,556.931,0,0
CT025701.2,0,0.0564468,0,0,0.0457945,0.0949561,0,0.1475,0,0.477301,0.491927,0.0565507,0.199113,0,0
AC169674.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC175120.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892305
Vmn1r93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC175317.1,0,0.00434151,0,0,0,0,0,0,0,0,0.00220205,0.00179656,0,0,0
AC138288.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC161460.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141881.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC168279.1,0.162747,0.443078,0.346767,0.166651,0.372885,0.26083,0.215577,0.193943,0.29747,0.152847,0.0804656,0.0247495,0.0787693,0.0573344,0.0595909
AC140979.1,41.5562,0,0,0,0,0,0.691773,16.1258,0,7.99978,2.28469,6.73825,0,0,0
Gm3150,0,0,0.023646,1.19531,0.00473568,0.845728,0,0,0,0,0,0,0,0,0
AL670236.1,0,0,0.078932,0,0.0920166,0,0.043823,0,0,1.15813,0,1.26882,0,0,0
AC231112.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT030634.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC092202.1,0.0690499,0.0744234,0.000644419,0.000180274,0.0744988,0.000536543,0.0596063,0.0016055,0.000283793,0.00198709,0.000336619,0.000312575,9.32E-05,6.11E-05,0.000229688
AC183902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r49,0,0.000691576,0,0,0,0,0.000184383,0,0,0,0,0,0,0,0
AC129176.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC123738.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3727,0,0,0,0,0.00134123,0,0.103065,0,0,0,0,0,0,0,0
AL929433.1,25.7315,0,0.078932,103.764,0.0920166,5.14362,11.3558,15.8412,0,0,0,10.2683,0,0,0
AC168073.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT033776.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC136975.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cmtm4,4.4634,3.46517,3.97213,5.25651,5.91632,6.36105,6.0122,6.7694,5.5568,8.32651,6.37504,5.6406,7.90973,8.33169,6.70033
AC091333.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC172750.15,4.26569,0,0,0,0,0,0,0,0,2722.94,2441.92,409.174,556.931,302.199,0
SNORD50,0,0,0,0,0,0,763.13,0,0,57390.1,0,0,0,46873.7,24410.5
CT009546.1,0,0,0,0,0.0304773,0,0,0,0,0,0,0,0,0,0
AC102227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2799,0,0,0,0,0,0,0,0,0.00231398,0,0,0,0.00353808,0.00161657,0
AL840629.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC111029.2,7.51316,5.27528,0,39.0891,11.5368,5.14362,9.86004,21.6667,9.47763,1.15813,0,1.77965,0,0,0
4930555G01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635129,0
2410017P09Rik,1.67758,1.53669,1.59085,1.65677,1.78127,1.48716,1.49687,1.30149,1.69608,1.08217,0.996522,0.666674,0.602708,0.758168,1.04619
AC168269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC131780.1,0.202434,1.66119,0.397377,0.179381,2.49116,1.98637,0.969087,0.00273579,6.68316,16.3216,3.04467,4.25164,15.5046,12.5279,17.4142
AC159893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC147264.2,0,0,0,0,0,0,0,0,0,0,0,0.00115212,0,0.00532569,0
Taar8c,0.205287,0.245061,0.0787037,0,0,0.0218067,0,0,0,0,0,0,0,0.193312,0
AC165349.4,83.7879,110.784,110.699,84.074,104.694,96.1398,94.0328,62.6056,77.3635,924.139,1044.32,842.765,569.861,904.398,1169.59
AC192547.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC160945.1,0,0,0,0,0,0,0,0,0,0,0,0,0,204.708,0
Olfr510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1f0,48.6196,34.7646,42.5163,35.193,42.4861,43.5268,32.1205,33.0686,24.2544,20.455,23.6441,23.4599,34.3004,29.1233,46.4396
mmu-mir-713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15088,0,0,0,0,0,0,0,0,0,0,0,0.00167876,0,0,0
AC165349.5,83.7879,110.784,110.699,84.074,104.694,96.7574,94.0328,62.6056,77.3635,935.691,1056.52,856.174,571.433,925.448,1180.27
AC163723.1,7.28546,6.77986,9.36528,4.19028,4.15788,3.54934,10.5851,10.0935,7.37225,7.07608,3.69028,1.5882,2.77751,2.1155,3.82988
AC112671.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428142,0
Gm4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110744.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500002C15Rik,5.46804,5.87412,5.99062,4.77358,5.29431,5.1415,4.85454,4.93902,5.50968,2.00199,2.63328,1.20394,3.54927,2.06717,3.17736
AL672051.1,33.0751,0,0,0,0,0,28.7266,0,0,1234.83,948.781,662.117,1373.11,1059.4,1016.1
AC145270.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC120404.2,0.249181,4.45242,2.46714,4.70451,9.19127,3.41987,1.82281,1.55369,2.31048,0,1.79655,0.277455,0.604638,1.26796,1.78933
Lhx8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC174442.2,0,0,0,0,0,0,0,0,0,0.00644048,0,0,0,0,0
AC145558.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112092
Olfr5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.33,0,0,0,0,0,0,0,0,0,73.1519,0,0,0,0,0
AC124681.2,21.5929,18.7468,25.1131,14.5345,22.4946,15.7308,26.4482,26.6769,25.5851,4.42111,4.58949,3.15204,2.64053,2.95572,5.4551
Gm13238,0.184479,0,0,0.00553457,0.100186,0.052532,0.0562471,0,0,0.0138722,0,0.00936014,0,0.0113738,0.0438068
AC199711.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053461
Gm5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT868723.5,0.0115405,0.00039516,1.09E-05,3.50E-06,0.0292326,0.047912,0.0111721,0.0445254,0.0162784,0.000377264,0.120322,0.179541,0.000224752,0.10571,0.000331283
AC161348.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL772216.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL773549.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC110090.1,37.5549,0.110723,11.4666,0,0,0.109564,0,0,0,105.378,106.476,52.39,0.753729,249.733,448.831
CT954250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC102264.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC139378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC194619.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958908
AC221015.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073553.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132309.1,0,0,0,0,0,0,0,0,0.0109699,0,0,0,0,0,0
AC123954.1,0.427029,0.214158,0.212906,0.333856,0.347142,0.380312,0.385674,0.573649,0.77202,2.14749,2.07533,0.931606,1.74786,1.73654,1.05547
AC175460.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynlt1b,0.893011,0.917819,0.506965,0.286279,0.193191,0.218475,0.259457,0.223757,0.276022,1.03652,1.16845,0.607276,1.43483,1.01117,1.58135
AC171210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116499.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC125068.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00394534
AC181982.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122807.1,11.4784,10.0254,12.8458,8.39049,9.64261,8.93819,9.02784,11.5693,8.94331,20.0705,18.1624,10.1237,21.4077,17.7322,17.1092
AL772216.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930467E23Rik,0,0,0,0.0345344,0,0.00284469,0.137727,0,0.0203597,0.105111,0,0.0400215,0,0,0.0315585
AC177800.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00540815,0
AC175492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC134564.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r-ps134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC192712.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268715,0
Olfr1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC133085.1,0,0,0,0,0,0,5.67815,0,0,0,0,0,0,0,0
AC192778.1,0,0,0,0,0.107535,0,0.212814,0,0,0,0,0,0.00266448,0,0
CT954323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC147801.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dcpp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL671866.3,0,0,0,0,0,0.335491,52.7982,0,0,0,0,0,0,0,0
AC171272.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC174081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099649,0
Tcstv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC168073.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628218,0.00491811
AC171272.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC169674.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2666,0.00459448,0.00423503,0,0.134258,0.569345,0.185615,0.0578512,0.111798,0.0022546,0.212272,0.164702,0.17676,0.0734576,0.00632396,0.0166106
Gm3683,0,0,0,0,0,0,0.000257397,0,0,0,0,0,0,0,0
Gm10302,0,0,0,0.00346119,0,0.00160839,0,0,0,0,0,0.00357715,0,0,0
AC240396.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083817.1,13.6354,63.8759,85.5838,46.8097,67.6317,37.4457,21.356,49.364,85.9356,3833.56,6532.67,3054.2,4405.32,3629.77,6273.6
AC115121.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC225640.2,0,0,0,0,0,0.862834,0,0,0,0,0,0,0,0,0
AC141881.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073553.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.35,4.26569,0,0,0,0,0,0,0,0,4167.71,610.48,105.821,2227.72,310.366,0
AC160532.1,20.3109,23.349,7.44839,8.03309,8.25263,30.3389,11.2438,0.579641,9.09646,2889.03,3268.75,1762.44,2593.73,2333.2,3400.53
RP23-331M13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC221015.36,0,0,0,0,0,0,0,0,0,55.0161,0,0,0,0,0
AC168073.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141881.39,495.907,867.935,0,872.107,453.061,464.755,354.746,846.262,1730.72,197.804,991.393,62.434,1625.26,448.711,1223.68
Gm14598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC134455.1,0.0532837,0,14.196,0,0.0920166,0,0.043823,0,0,0,0,0.70039,0,0,0
AC113490.1,0,0,0,0,0,0,0,0,0,1409.13,2469.04,1427.08,2074.22,1545.61,2711.01
Gm3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC122849.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC172750.16,0,0,0,0,0,0,0,0,0,8399.85,0,98.7662,0,302.199,0
AC114404.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC147991.2,0,0,0,0,0.0274393,0,0,0,0,0,0,0,0,0,0
AC159899.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC151601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astx4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC116421.1,1.38867,1.07643,2.07825,1.03292,0.94091,0.966147,1.44917,1.71736,1.86799,0.76753,0.928448,0.597963,0.722771,0.668748,0.75736
Olfr1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL672021.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC162938.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC238940.3,0,0,0,0,0.0982969,0,0,0,0,0,0,0,0,0,0
AC171272.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL807811.2,0,0,50.2993,35.1431,0,5.27428,0,0,0,0,3829.41,0,0,0,0
AC160473.4,0,0,0,0,1.77387,0,0,0,0,0.547139,1.94065,0,0.542215,0.818019,0
RP23-18C19.2,0,0,0,0,0,0,0,0,0,0,0,4.30E-05,0,0,0
AC169674.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC163653.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-76E2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC145572.1,0,0,0,0,0,0,0,0.0235124,0,0,0,0.024346,0.00969057,0.00735869,0.00767125
Gm13871,0,0,0,0,0,0,0,0,0,0,0.0250072,0,0,0,0
Sh2d1b1,0,0,0,0,0,0.0914811,0,0,0.0508416,0.0913619,0,0,0,0,0.0497714
AC141881.40,391.206,638.369,0,982.688,380.298,485.453,362.884,725.486,0,0,0,40.7316,1442.1,412.532,930.267
AC124758.1,0,0,0,0.26729,1.52385,0.205718,0.871618,0.640477,2.10399,0,0,0,0,0.450348,1.70708
Gm13694,0.00260298,6.26E-05,0,0,0.00229802,9.98E-05,0,3.56E-05,0.000125379,0.00662086,0.00242245,0.00241731,0.0105466,0.00176652,0.00403055
Gm15086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC118250.1,0,0,0,0,0,0,0,0,0,5992.93,6375.2,4936.05,6920.08,6291.28,7929.34
Defa-ps10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC141881.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC093356.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC121548.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC211373.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC165349.6,174.716,254.101,210.831,184.661,247.532,261.565,247.624,154.815,239.793,3134.52,3770.68,3168.9,1557.18,2905.35,3462.54
AL805897.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samd11,0.7944,0.888252,0.94145,0.948885,0.677654,0.865272,0.578286,0.53227,1.00307,0.603093,1.0331,0.748045,0.980194,0.853864,0.771273
AC102320.1,2.4503,4.11863,56.8776,34.5116,62.9141,1.9521,3.06694,65.5235,15.7886,0,179.419,394.666,627.963,0.225866,141.11
AC160127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8178,0,0.0655681,0,0,0,0,0,0,0.125295,0.16059,0.00190398,0.0411803,0.185025,0.119843,0.0296561
AC079181.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132139.1,0,0,19.9048,0,0,0,45.5798,29.7331,0,3674.76,0,1920.29,3690.55,2224.99,0
AC141881.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC168073.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC112683.1,0.00873965,0.0130816,0.000158663,0.00028568,0.29719,0.00857686,0.0166247,0.0015671,0.00412554,0.0207389,0.0159459,0.0958204,0.00254571,0.00332606,0.0337715
Gm16422,3.17E-06,0.0940452,0.0987776,0.436312,0.326116,0.504325,0.38218,0.116382,0.3288,0.116389,0.114212,0.053112,0.000141507,0,0.000171252
Gm12621,0,0,0,0,0,0,0.0170873,0,0,0,0,0,0,0,0
AC112941.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0584689,0,0
Olfr1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13240,0,0.0600078,0.156106,0.0263132,0.164601,0,0.047309,0.000353122,0,0.0403516,0.361867,0.0459674,0.0350603,0.0328287,0
AC141881.43,477.865,976.397,0,793.268,375.798,389.366,400.946,759.498,0,0,0,51.5469,1431,499.93,1124.38
Olfr1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC194796.1,0,0,0,0,0,0,0,0,0.00537933,0,0.00229814,0.00109898,0,0.00505231,0
RP24-245M20.2,5.96701,5.84051,4.8245,1.91721,6.18624,4.2491,5.85194,4.22068,6.35572,2.42226,2.25084,2.25168,4.82195,3.52084,7.04261
AC163031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r31,0.000180244,0.00124068,0,0,7.17E-05,0.00119547,0.000180943,0.000146588,0,0.000439454,0,0,0.000120331,0,5.83E-05
Gm6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC163025.1,0,0,0,0,0,0,0,0,0,0,0.0465816,0.00330983,0,0,0
Gm14590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL833775.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC130216.1,0,0,0,11.2219,0.0841684,0,0,0,0,0,0,5.63927,0,0,0
AC175527.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363986
AC153874.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132457.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132131.1,0,0,0,0,0,0.0128302,0,0,0,0,0,0.0199201,0,0.0160228,0
CT025535.1,0,0,0.219667,31.2565,0,10.2853,0.379719,0,0,7.99978,2.28469,6.73825,0,0,0
AC137844.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11168,0.533213,3.46739,1.76957,1.11472,5.07538,6.10414,3.5932,0.174272,16.3077,11.8746,6.35016,10.1437,24.4653,13.656,10.894
Vmn1r100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC169674.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL772336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL672019.1,106.277,245.879,337.018,184.423,252.568,322.64,40.5459,15.6867,46.5209,0,0,6.30113,0,0,0
